Year,Category,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Disease,Sex,Count,Population,Rate,CI.lower,CI.upper
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Gonorrhea,Female,10760,18752748,57.378,56.299,58.473
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Hantavirus Infection,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Hemolytic Uremic Syndrome,Female,26,18752748,0.139,0.091,0.203
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,HIV,Female,618,18752748,3.296,3.041,3.566
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Influenza Death (<65 years of age),Female,4,18752748,0.021,0.006,0.055
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Invasive Meningococcal Disease,Female,62,18752748,0.331,0.253,0.424
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Legionellosis,Female,63,18752748,0.336,0.258,0.43
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Leprosy,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Leptospirosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Listeriosis,Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Lyme Disease,Female,36,18752748,0.192,0.134,0.266
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Malaria,Female,55,18752748,0.293,0.221,0.382
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Measles,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Mumps,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Paralytic Shellfish Poisoning,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Pertussis,Female,4886,18752748,26.055,25.329,26.796
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,"Plague, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Psittacosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Q Fever,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,"Rabies, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Relapsing Fever,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Rubella,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Salmonellosis,Female,2635,18752748,14.051,13.52,14.598
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Scombroid Fish Poisoning,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Shiga Toxin Positive Feces (without culture confirmation),Female,47,18752748,0.251,0.184,0.333
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Shigellosis,Female,488,18752748,2.602,2.376,2.844
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Spotted Fever Rickettsiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Streptococcal Infection (cases in food and dairy workers),Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Tetanus,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Toxic Shock Syndrome (Non-Streptococcal),Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Trichinosis,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Tuberculosis,Female,949,18752748,5.061,4.744,5.393
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Tularemia,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,"Typhoid Fever, case",Female,56,18752748,0.299,0.226,0.388
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Typhus Fever,Female,20,18752748,0.107,0.065,0.165
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Varicella Hospitalizations,Female,24,18752748,0.128,0.082,0.19
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Vibrio Infection (non-Cholera),Female,41,18752748,0.219,0.157,0.297
2010,Health Status/Healthy Days,Mean days of activity limitation,2.6,2.4,2.8,10266.0,Yersiniosis,Female,29,18752748,0.155,0.104,0.222
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Amebiasis,Female,108,18752748,0.576,0.472,0.695
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Anaplasmosis and Ehrlichiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Babesiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Botulism, Foodborne",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Botulism, Other",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Botulism, Wound",Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Brucellosis,Female,12,18752748,0.064,0.033,0.112
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Campylobacteriosis,Female,3060,18752748,16.318,15.745,16.906
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Chlamydia,Female,106391,18752748,567.336,563.941,570.745
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Cholera,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Ciguatera Fish Poisoning,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Coccidioidomycosis,Female,1468,18752748,7.828,7.433,8.239
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Female,24,18752748,0.128,0.082,0.19
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Cryptosporidiosis,Female,167,18752748,0.891,0.761,1.036
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Cysticercosis or Taeniasis,Female,16,18752748,0.085,0.049,0.139
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Dengue,Female,40,18752748,0.213,0.152,0.29
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Diphtheria,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,E. coli O157,Female,112,18752748,0.597,0.492,0.719
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,E. coli Other STEC (non-O157),Female,63,18752748,0.336,0.258,0.43
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Early Syphilis,Female,201,18752748,1.072,0.929,1.231
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Giardiasis,Female,668,18752748,3.562,3.297,3.843
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Gonorrhea,Female,10760,18752748,57.378,56.299,58.473
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Hantavirus Infection,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Hemolytic Uremic Syndrome,Female,26,18752748,0.139,0.091,0.203
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,HIV,Female,618,18752748,3.296,3.041,3.566
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Influenza Death (<65 years of age),Female,4,18752748,0.021,0.006,0.055
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Invasive Meningococcal Disease,Female,62,18752748,0.331,0.253,0.424
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Legionellosis,Female,63,18752748,0.336,0.258,0.43
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Leprosy,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Leptospirosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Listeriosis,Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Lyme Disease,Female,36,18752748,0.192,0.134,0.266
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Malaria,Female,55,18752748,0.293,0.221,0.382
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Measles,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Mumps,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Paralytic Shellfish Poisoning,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Pertussis,Female,4886,18752748,26.055,25.329,26.796
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Plague, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Psittacosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Q Fever,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Rabies, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Relapsing Fever,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Rubella,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Salmonellosis,Female,2635,18752748,14.051,13.52,14.598
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Scombroid Fish Poisoning,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Shiga Toxin Positive Feces (without culture confirmation),Female,47,18752748,0.251,0.184,0.333
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Shigellosis,Female,488,18752748,2.602,2.376,2.844
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Spotted Fever Rickettsiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Streptococcal Infection (cases in food and dairy workers),Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Tetanus,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Toxic Shock Syndrome (Non-Streptococcal),Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Trichinosis,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Tuberculosis,Female,949,18752748,5.061,4.744,5.393
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Tularemia,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,"Typhoid Fever, case",Female,56,18752748,0.299,0.226,0.388
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Typhus Fever,Female,20,18752748,0.107,0.065,0.165
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Varicella Hospitalizations,Female,24,18752748,0.128,0.082,0.19
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Vibrio Infection (non-Cholera),Female,41,18752748,0.219,0.157,0.297
2010,Health Status/Healthy Days,Mean mentally unhealthy days,4.2,4.0,4.5,10266.0,Yersiniosis,Female,29,18752748,0.155,0.104,0.222
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Amebiasis,Female,108,18752748,0.576,0.472,0.695
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Anaplasmosis and Ehrlichiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Babesiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Botulism, Foodborne",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Botulism, Other",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Botulism, Wound",Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Brucellosis,Female,12,18752748,0.064,0.033,0.112
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Campylobacteriosis,Female,3060,18752748,16.318,15.745,16.906
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Chlamydia,Female,106391,18752748,567.336,563.941,570.745
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Cholera,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Ciguatera Fish Poisoning,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Coccidioidomycosis,Female,1468,18752748,7.828,7.433,8.239
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Female,24,18752748,0.128,0.082,0.19
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Cryptosporidiosis,Female,167,18752748,0.891,0.761,1.036
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Cysticercosis or Taeniasis,Female,16,18752748,0.085,0.049,0.139
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Dengue,Female,40,18752748,0.213,0.152,0.29
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Diphtheria,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,E. coli O157,Female,112,18752748,0.597,0.492,0.719
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,E. coli Other STEC (non-O157),Female,63,18752748,0.336,0.258,0.43
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Early Syphilis,Female,201,18752748,1.072,0.929,1.231
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Giardiasis,Female,668,18752748,3.562,3.297,3.843
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Gonorrhea,Female,10760,18752748,57.378,56.299,58.473
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Hantavirus Infection,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Hemolytic Uremic Syndrome,Female,26,18752748,0.139,0.091,0.203
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,HIV,Female,618,18752748,3.296,3.041,3.566
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Influenza Death (<65 years of age),Female,4,18752748,0.021,0.006,0.055
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Invasive Meningococcal Disease,Female,62,18752748,0.331,0.253,0.424
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Legionellosis,Female,63,18752748,0.336,0.258,0.43
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Leprosy,Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Leptospirosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Listeriosis,Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Lyme Disease,Female,36,18752748,0.192,0.134,0.266
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Malaria,Female,55,18752748,0.293,0.221,0.382
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Measles,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Mumps,Female,8,18752748,0.043,0.018,0.084
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Paralytic Shellfish Poisoning,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Pertussis,Female,4886,18752748,26.055,25.329,26.796
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Plague, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Psittacosis,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Q Fever,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Rabies, human",Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Relapsing Fever,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Rubella,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Salmonellosis,Female,2635,18752748,14.051,13.52,14.598
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Scombroid Fish Poisoning,Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Shiga Toxin Positive Feces (without culture confirmation),Female,47,18752748,0.251,0.184,0.333
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Shigellosis,Female,488,18752748,2.602,2.376,2.844
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Spotted Fever Rickettsiosis,Female,3,18752748,0.016,0.003,0.047
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Female,51,18752748,0.272,0.202,0.358
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Streptococcal Infection (cases in food and dairy workers),Female,2,18752748,0.011,0.001,0.039
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Tetanus,Female,0,18752748,0.0,0.0,0.02
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Toxic Shock Syndrome (Non-Streptococcal),Female,7,18752748,0.037,0.015,0.077
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Trichinosis,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Tuberculosis,Female,949,18752748,5.061,4.744,5.393
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Tularemia,Female,1,18752748,0.005,0.0,0.03
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,"Typhoid Fever, case",Female,56,18752748,0.299,0.226,0.388
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Typhus Fever,Female,20,18752748,0.107,0.065,0.165
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Varicella Hospitalizations,Female,24,18752748,0.128,0.082,0.19
2010,Health Status/Healthy Days,Mean physically or mentally unhealthy days,7.1,6.8,7.4,10266.0,Vibrio Infection (non-Cholera),Female,41,18752748,0.219,0.157,0.297
